"NFT_ID","Issuer","Taxon","Serial","Name","URI","CID","Owner","Description","Image","Image CID","Compiler","Schema","NftType","License","Attribute Uga Base","Attribute Tattoo","Attribute Head","Attribute Chest","Attribute Mouth","Attribute Nose","Attribute Eyes","Attribute Consular","Attribute Consular "
"00081388C545AA833857B145D4246271C0A22ECCF82FE189B0B3659605841804","rJzn2G1VoBFynqy9A8iRTJnbSt2bf6PPb9","9","92542980","Gnostic Elder Uga986","ipfs://bafybeihspr2763e4wpfewnqik4ok565enjfj5uvsl7sm2kjyk4clizyxye/Gnostic Elder Uga986.json","bafybeihspr2763e4wpfewnqik4ok565enjfj5uvsl7sm2kjyk4clizyxye","rD8DwKhMPGYFgiPQRBf47zPJapSY4d36pp","The Gnostic Elder Uga represents the enlightened Uga who, through awakening and wisdom, transformed into a mystical mage of the jungle. Drawing inspiration from the classic Uga figure rooted in Grug and primal memetics, Elder Uga also channels the archetype of Elder Wojak, symbolizing the evolution of meme culture into a figure of deeper knowledge and transcendence. This collection bridges the timeless essence of early meme culture with the refinement of modern memetism, merging lore and enlightenment into a single story. Holders of the Gnostic Elder Ugas NFTs enjoy full IP rights, empowering them to expand the narrative and build upon this legendary fusion of primal and evolved memetics. Additionally, holders earn passive rewards daily, aligning their commitment to the lore with tangible value. Uga-buga forever!","ipfs://bafybeihwtamg7yad2npasqzagii6kf6w4rro3nt72xehr7utonh4ynzk5q/gnostic-elder-uga986.png","bafybeihwtamg7yad2npasqzagii6kf6w4rro3nt72xehr7utonh4ynzk5q","NFTexport.io","","","","","","","","Στόμα του Φόβος","The Shadow Snout","The Prophet’s Window","",""
"00081388C545AA833857B145D4246271C0A22ECCF82FE18999CD949705841803","rJzn2G1VoBFynqy9A8iRTJnbSt2bf6PPb9","9","92542979","Gnostic Elder Uga511","ipfs://bafybeihspr2763e4wpfewnqik4ok565enjfj5uvsl7sm2kjyk4clizyxye/Gnostic Elder Uga511.json","bafybeihspr2763e4wpfewnqik4ok565enjfj5uvsl7sm2kjyk4clizyxye","rKTHWyi6b2NVAZm4QdvdgkLPB7rcG2auE2","The Gnostic Elder Uga represents the enlightened Uga who, through awakening and wisdom, transformed into a mystical mage of the jungle. Drawing inspiration from the classic Uga figure rooted in Grug and primal memetics, Elder Uga also channels the archetype of Elder Wojak, symbolizing the evolution of meme culture into a figure of deeper knowledge and transcendence. This collection bridges the timeless essence of early meme culture with the refinement of modern memetism, merging lore and enlightenment into a single story. Holders of the Gnostic Elder Ugas NFTs enjoy full IP rights, empowering them to expand the narrative and build upon this legendary fusion of primal and evolved memetics. Additionally, holders earn passive rewards daily, aligning their commitment to the lore with tangible value. Uga-buga forever!","ipfs://bafybeihwtamg7yad2npasqzagii6kf6w4rro3nt72xehr7utonh4ynzk5q/gnostic-elder-uga511.png","bafybeihwtamg7yad2npasqzagii6kf6w4rro3nt72xehr7utonh4ynzk5q","NFTexport.io","","","","","","","","Στόμα του Φόβος","Nose of Nemesis","The Serpent’s Eye","",""
"00081388C545AA833857B145D4246271C0A22ECCF82FE18982E7C39405841802","rJzn2G1VoBFynqy9A8iRTJnbSt2bf6PPb9","9","92542978","Gnostic Elder Uga1919","ipfs://bafybeihspr2763e4wpfewnqik4ok565enjfj5uvsl7sm2kjyk4clizyxye/Gnostic Elder Uga1919.json","bafybeihspr2763e4wpfewnqik4ok565enjfj5uvsl7sm2kjyk4clizyxye","ravfV4LyA9FycyJcUuK9FtbxHCC3nL7xi1","The Gnostic Elder Uga represents the enlightened Uga who, through awakening and wisdom, transformed into a mystical mage of the jungle. Drawing inspiration from the classic Uga figure rooted in Grug and primal memetics, Elder Uga also channels the archetype of Elder Wojak, symbolizing the evolution of meme culture into a figure of deeper knowledge and transcendence. This collection bridges the timeless essence of early meme culture with the refinement of modern memetism, merging lore and enlightenment into a single story. Holders of the Gnostic Elder Ugas NFTs enjoy full IP rights, empowering them to expand the narrative and build upon this legendary fusion of primal and evolved memetics. Additionally, holders earn passive rewards daily, aligning their commitment to the lore with tangible value. Uga-buga forever!","ipfs://bafybeihwtamg7yad2npasqzagii6kf6w4rro3nt72xehr7utonh4ynzk5q/gnostic-elder-uga1919.png","bafybeihwtamg7yad2npasqzagii6kf6w4rro3nt72xehr7utonh4ynzk5q","NFTexport.io","","","","","","","","Στόμα της Πυθίας","The Seeker’s Scent","The Eternal Glare","",""
"00081388C545AA833857B145D4246271C0A22ECCF82FE1896C01F29505841801","rJzn2G1VoBFynqy9A8iRTJnbSt2bf6PPb9","9","92542977","Gnostic Elder Uga575","ipfs://bafybeihspr2763e4wpfewnqik4ok565enjfj5uvsl7sm2kjyk4clizyxye/Gnostic Elder Uga575.json","bafybeihspr2763e4wpfewnqik4ok565enjfj5uvsl7sm2kjyk4clizyxye","rEJvMXHzHzCaTTZApyzx5SoHF8itPxgxT8","The Gnostic Elder Uga represents the enlightened Uga who, through awakening and wisdom, transformed into a mystical mage of the jungle. Drawing inspiration from the classic Uga figure rooted in Grug and primal memetics, Elder Uga also channels the archetype of Elder Wojak, symbolizing the evolution of meme culture into a figure of deeper knowledge and transcendence. This collection bridges the timeless essence of early meme culture with the refinement of modern memetism, merging lore and enlightenment into a single story. Holders of the Gnostic Elder Ugas NFTs enjoy full IP rights, empowering them to expand the narrative and build upon this legendary fusion of primal and evolved memetics. Additionally, holders earn passive rewards daily, aligning their commitment to the lore with tangible value. Uga-buga forever!","ipfs://bafybeihwtamg7yad2npasqzagii6kf6w4rro3nt72xehr7utonh4ynzk5q/gnostic-elder-uga575.png","bafybeihwtamg7yad2npasqzagii6kf6w4rro3nt72xehr7utonh4ynzk5q","NFTexport.io","","","","","","","","Στόμα του Φόβος","The Shadow Snout","The Watcher’s Orb","",""
"00081388C545AA833857B145D4246271C0A22ECCF82FE189551C219205841800","rJzn2G1VoBFynqy9A8iRTJnbSt2bf6PPb9","9","92542976","Gnostic Elder Uga1659","ipfs://bafybeihspr2763e4wpfewnqik4ok565enjfj5uvsl7sm2kjyk4clizyxye/Gnostic Elder Uga1659.json","bafybeihspr2763e4wpfewnqik4ok565enjfj5uvsl7sm2kjyk4clizyxye","rKTHWyi6b2NVAZm4QdvdgkLPB7rcG2auE2","The Gnostic Elder Uga represents the enlightened Uga who, through awakening and wisdom, transformed into a mystical mage of the jungle. Drawing inspiration from the classic Uga figure rooted in Grug and primal memetics, Elder Uga also channels the archetype of Elder Wojak, symbolizing the evolution of meme culture into a figure of deeper knowledge and transcendence. This collection bridges the timeless essence of early meme culture with the refinement of modern memetism, merging lore and enlightenment into a single story. Holders of the Gnostic Elder Ugas NFTs enjoy full IP rights, empowering them to expand the narrative and build upon this legendary fusion of primal and evolved memetics. Additionally, holders earn passive rewards daily, aligning their commitment to the lore with tangible value. Uga-buga forever!","ipfs://bafybeihwtamg7yad2npasqzagii6kf6w4rro3nt72xehr7utonh4ynzk5q/gnostic-elder-uga1659.png","bafybeihwtamg7yad2npasqzagii6kf6w4rro3nt72xehr7utonh4ynzk5q","NFTexport.io","","","","","","","","Στόμα του Φόβος","The Shadow Snout","The Gnostic Eye","",""
"00081388C545AA833857B145D4246271C0A22ECCF82FE1893E365093058417FF","rJzn2G1VoBFynqy9A8iRTJnbSt2bf6PPb9","9","92542975","Gnostic Elder Uga2189","ipfs://bafybeihspr2763e4wpfewnqik4ok565enjfj5uvsl7sm2kjyk4clizyxye/Gnostic Elder Uga2189.json","bafybeihspr2763e4wpfewnqik4ok565enjfj5uvsl7sm2kjyk4clizyxye","rKa2baNNAhDX2AScGkc5UiCKRFRx1GRoiF","The Gnostic Elder Uga represents the enlightened Uga who, through awakening and wisdom, transformed into a mystical mage of the jungle. Drawing inspiration from the classic Uga figure rooted in Grug and primal memetics, Elder Uga also channels the archetype of Elder Wojak, symbolizing the evolution of meme culture into a figure of deeper knowledge and transcendence. This collection bridges the timeless essence of early meme culture with the refinement of modern memetism, merging lore and enlightenment into a single story. Holders of the Gnostic Elder Ugas NFTs enjoy full IP rights, empowering them to expand the narrative and build upon this legendary fusion of primal and evolved memetics. Additionally, holders earn passive rewards daily, aligning their commitment to the lore with tangible value. Uga-buga forever!","ipfs://bafybeihwtamg7yad2npasqzagii6kf6w4rro3nt72xehr7utonh4ynzk5q/gnostic-elder-uga2189.png","bafybeihwtamg7yad2npasqzagii6kf6w4rro3nt72xehr7utonh4ynzk5q","NFTexport.io","","","","","","","","Χάσμα της Νύξ","The Seeker’s Scent","The Cosmic Pupil","",""
"00081388C545AA833857B145D4246271C0A22ECCF82FE18927507F90058417FE","rJzn2G1VoBFynqy9A8iRTJnbSt2bf6PPb9","9","92542974","Gnostic Elder Uga2001","ipfs://bafybeihspr2763e4wpfewnqik4ok565enjfj5uvsl7sm2kjyk4clizyxye/Gnostic Elder Uga2001.json","bafybeihspr2763e4wpfewnqik4ok565enjfj5uvsl7sm2kjyk4clizyxye","rfEu7rKwAwU7Lk57bugg6Xvk9y5CARaZCi","The Gnostic Elder Uga represents the enlightened Uga who, through awakening and wisdom, transformed into a mystical mage of the jungle. Drawing inspiration from the classic Uga figure rooted in Grug and primal memetics, Elder Uga also channels the archetype of Elder Wojak, symbolizing the evolution of meme culture into a figure of deeper knowledge and transcendence. This collection bridges the timeless essence of early meme culture with the refinement of modern memetism, merging lore and enlightenment into a single story. Holders of the Gnostic Elder Ugas NFTs enjoy full IP rights, empowering them to expand the narrative and build upon this legendary fusion of primal and evolved memetics. Additionally, holders earn passive rewards daily, aligning their commitment to the lore with tangible value. Uga-buga forever!","ipfs://bafybeihwtamg7yad2npasqzagii6kf6w4rro3nt72xehr7utonh4ynzk5q/gnostic-elder-uga2001.png","bafybeihwtamg7yad2npasqzagii6kf6w4rro3nt72xehr7utonh4ynzk5q","NFTexport.io","","","","","","","","Ψιθυριστής του Κενού","The Shadow Snout","The Cosmic Pupil","",""
"00081388C545AA833857B145D4246271C0A22ECCF82FE189106AAE91058417FD","rJzn2G1VoBFynqy9A8iRTJnbSt2bf6PPb9","9","92542973","Gnostic Elder Uga431","ipfs://bafybeihspr2763e4wpfewnqik4ok565enjfj5uvsl7sm2kjyk4clizyxye/Gnostic Elder Uga431.json","bafybeihspr2763e4wpfewnqik4ok565enjfj5uvsl7sm2kjyk4clizyxye","r9ocQRuUCVoTTy5jP3LE3c7DGHarhJbbqi","The Gnostic Elder Uga represents the enlightened Uga who, through awakening and wisdom, transformed into a mystical mage of the jungle. Drawing inspiration from the classic Uga figure rooted in Grug and primal memetics, Elder Uga also channels the archetype of Elder Wojak, symbolizing the evolution of meme culture into a figure of deeper knowledge and transcendence. This collection bridges the timeless essence of early meme culture with the refinement of modern memetism, merging lore and enlightenment into a single story. Holders of the Gnostic Elder Ugas NFTs enjoy full IP rights, empowering them to expand the narrative and build upon this legendary fusion of primal and evolved memetics. Additionally, holders earn passive rewards daily, aligning their commitment to the lore with tangible value. Uga-buga forever!","ipfs://bafybeihwtamg7yad2npasqzagii6kf6w4rro3nt72xehr7utonh4ynzk5q/gnostic-elder-uga431.png","bafybeihwtamg7yad2npasqzagii6kf6w4rro3nt72xehr7utonh4ynzk5q","NFTexport.io","","","","","","","","Στόμα του Φόβος","The Shadow Snout","The Piercing Gaze","",""
"00081388C545AA833857B145D4246271C0A22ECCF82FE189F984DD9E058417FC","rJzn2G1VoBFynqy9A8iRTJnbSt2bf6PPb9","9","92542972","Gnostic Elder Uga296","ipfs://bafybeihspr2763e4wpfewnqik4ok565enjfj5uvsl7sm2kjyk4clizyxye/Gnostic Elder Uga296.json","bafybeihspr2763e4wpfewnqik4ok565enjfj5uvsl7sm2kjyk4clizyxye","rhRdVnoR8HQwq4iDMFu9h6b2FnEVWt5huk","The Gnostic Elder Uga represents the enlightened Uga who, through awakening and wisdom, transformed into a mystical mage of the jungle. Drawing inspiration from the classic Uga figure rooted in Grug and primal memetics, Elder Uga also channels the archetype of Elder Wojak, symbolizing the evolution of meme culture into a figure of deeper knowledge and transcendence. This collection bridges the timeless essence of early meme culture with the refinement of modern memetism, merging lore and enlightenment into a single story. Holders of the Gnostic Elder Ugas NFTs enjoy full IP rights, empowering them to expand the narrative and build upon this legendary fusion of primal and evolved memetics. Additionally, holders earn passive rewards daily, aligning their commitment to the lore with tangible value. Uga-buga forever!","ipfs://bafybeihwtamg7yad2npasqzagii6kf6w4rro3nt72xehr7utonh4ynzk5q/gnostic-elder-uga296.png","bafybeihwtamg7yad2npasqzagii6kf6w4rro3nt72xehr7utonh4ynzk5q","NFTexport.io","","","","","","","","Στόμα του Χάος","The Shadow Snout","The Ethereal Watcher","",""
"00081388C545AA833857B145D4246271C0A22ECCF82FE189E29F0C9F058417FB","rJzn2G1VoBFynqy9A8iRTJnbSt2bf6PPb9","9","92542971","Gnostic Elder Uga1550","ipfs://bafybeihspr2763e4wpfewnqik4ok565enjfj5uvsl7sm2kjyk4clizyxye/Gnostic Elder Uga1550.json","bafybeihspr2763e4wpfewnqik4ok565enjfj5uvsl7sm2kjyk4clizyxye","rhAR7AvPF96c6ze2jZComMG4xumWHx7oSP","The Gnostic Elder Uga represents the enlightened Uga who, through awakening and wisdom, transformed into a mystical mage of the jungle. Drawing inspiration from the classic Uga figure rooted in Grug and primal memetics, Elder Uga also channels the archetype of Elder Wojak, symbolizing the evolution of meme culture into a figure of deeper knowledge and transcendence. This collection bridges the timeless essence of early meme culture with the refinement of modern memetism, merging lore and enlightenment into a single story. Holders of the Gnostic Elder Ugas NFTs enjoy full IP rights, empowering them to expand the narrative and build upon this legendary fusion of primal and evolved memetics. Additionally, holders earn passive rewards daily, aligning their commitment to the lore with tangible value. Uga-buga forever!","ipfs://bafybeihwtamg7yad2npasqzagii6kf6w4rro3nt72xehr7utonh4ynzk5q/gnostic-elder-uga1550.png","bafybeihwtamg7yad2npasqzagii6kf6w4rro3nt72xehr7utonh4ynzk5q","NFTexport.io","","","","","","","","Χάσμα της Νύξ","Nose of Aeolus","The Dimensional Eye","",""
"00081388C545AA833857B145D4246271C0A22ECCF82FE189CBB93B9C058417FA","rJzn2G1VoBFynqy9A8iRTJnbSt2bf6PPb9","9","92542970","Gnostic Elder Uga1077","ipfs://bafybeihspr2763e4wpfewnqik4ok565enjfj5uvsl7sm2kjyk4clizyxye/Gnostic Elder Uga1077.json","bafybeihspr2763e4wpfewnqik4ok565enjfj5uvsl7sm2kjyk4clizyxye","rQfrsbGPA65yyMCtkbVUZFf1EFs1ssPpzT","The Gnostic Elder Uga represents the enlightened Uga who, through awakening and wisdom, transformed into a mystical mage of the jungle. Drawing inspiration from the classic Uga figure rooted in Grug and primal memetics, Elder Uga also channels the archetype of Elder Wojak, symbolizing the evolution of meme culture into a figure of deeper knowledge and transcendence. This collection bridges the timeless essence of early meme culture with the refinement of modern memetism, merging lore and enlightenment into a single story. Holders of the Gnostic Elder Ugas NFTs enjoy full IP rights, empowering them to expand the narrative and build upon this legendary fusion of primal and evolved memetics. Additionally, holders earn passive rewards daily, aligning their commitment to the lore with tangible value. Uga-buga forever!","ipfs://bafybeihwtamg7yad2npasqzagii6kf6w4rro3nt72xehr7utonh4ynzk5q/gnostic-elder-uga1077.png","bafybeihwtamg7yad2npasqzagii6kf6w4rro3nt72xehr7utonh4ynzk5q","NFTexport.io","","","","","","","","Στόμα του Φόβος","Nose of Nemesis","The Eternal Observer","",""
"00081388C545AA833857B145D4246271C0A22ECCF82FE189B4D36A9D058417F9","rJzn2G1VoBFynqy9A8iRTJnbSt2bf6PPb9","9","92542969","Gnostic Elder Uga1338","ipfs://bafybeihspr2763e4wpfewnqik4ok565enjfj5uvsl7sm2kjyk4clizyxye/Gnostic Elder Uga1338.json","bafybeihspr2763e4wpfewnqik4ok565enjfj5uvsl7sm2kjyk4clizyxye","rKNb3apteUo2fLYANNAWYfMxeGiszxKKwP","The Gnostic Elder Uga represents the enlightened Uga who, through awakening and wisdom, transformed into a mystical mage of the jungle. Drawing inspiration from the classic Uga figure rooted in Grug and primal memetics, Elder Uga also channels the archetype of Elder Wojak, symbolizing the evolution of meme culture into a figure of deeper knowledge and transcendence. This collection bridges the timeless essence of early meme culture with the refinement of modern memetism, merging lore and enlightenment into a single story. Holders of the Gnostic Elder Ugas NFTs enjoy full IP rights, empowering them to expand the narrative and build upon this legendary fusion of primal and evolved memetics. Additionally, holders earn passive rewards daily, aligning their commitment to the lore with tangible value. Uga-buga forever!","ipfs://bafybeihwtamg7yad2npasqzagii6kf6w4rro3nt72xehr7utonh4ynzk5q/gnostic-elder-uga1338.png","bafybeihwtamg7yad2npasqzagii6kf6w4rro3nt72xehr7utonh4ynzk5q","NFTexport.io","","","","","","","","Ψιθυριστής του Κενού","Nose of Aeolus","IMG_6374.PNG","",""
"00081388C545AA833857B145D4246271C0A22ECCF82FE1899DED999A058417F8","rJzn2G1VoBFynqy9A8iRTJnbSt2bf6PPb9","9","92542968","Gnostic Elder Uga1436","ipfs://bafybeihspr2763e4wpfewnqik4ok565enjfj5uvsl7sm2kjyk4clizyxye/Gnostic Elder Uga1436.json","bafybeihspr2763e4wpfewnqik4ok565enjfj5uvsl7sm2kjyk4clizyxye","rhRdVnoR8HQwq4iDMFu9h6b2FnEVWt5huk","The Gnostic Elder Uga represents the enlightened Uga who, through awakening and wisdom, transformed into a mystical mage of the jungle. Drawing inspiration from the classic Uga figure rooted in Grug and primal memetics, Elder Uga also channels the archetype of Elder Wojak, symbolizing the evolution of meme culture into a figure of deeper knowledge and transcendence. This collection bridges the timeless essence of early meme culture with the refinement of modern memetism, merging lore and enlightenment into a single story. Holders of the Gnostic Elder Ugas NFTs enjoy full IP rights, empowering them to expand the narrative and build upon this legendary fusion of primal and evolved memetics. Additionally, holders earn passive rewards daily, aligning their commitment to the lore with tangible value. Uga-buga forever!","ipfs://bafybeihwtamg7yad2npasqzagii6kf6w4rro3nt72xehr7utonh4ynzk5q/gnostic-elder-uga1436.png","bafybeihwtamg7yad2npasqzagii6kf6w4rro3nt72xehr7utonh4ynzk5q","NFTexport.io","","","","","","","","Στόμα του Φόβος","Nose of Aeolus","The Veilbreaker","",""
"00081388C545AA833857B145D4246271C0A22ECCF82FE1898707C89B058417F7","rJzn2G1VoBFynqy9A8iRTJnbSt2bf6PPb9","9","92542967","Gnostic Elder Uga2204","ipfs://bafybeihspr2763e4wpfewnqik4ok565enjfj5uvsl7sm2kjyk4clizyxye/Gnostic Elder Uga2204.json","bafybeihspr2763e4wpfewnqik4ok565enjfj5uvsl7sm2kjyk4clizyxye","rGxMdFdGrDzdpt6vgBQzFgtrA8BrhtED86","The Gnostic Elder Uga represents the enlightened Uga who, through awakening and wisdom, transformed into a mystical mage of the jungle. Drawing inspiration from the classic Uga figure rooted in Grug and primal memetics, Elder Uga also channels the archetype of Elder Wojak, symbolizing the evolution of meme culture into a figure of deeper knowledge and transcendence. This collection bridges the timeless essence of early meme culture with the refinement of modern memetism, merging lore and enlightenment into a single story. Holders of the Gnostic Elder Ugas NFTs enjoy full IP rights, empowering them to expand the narrative and build upon this legendary fusion of primal and evolved memetics. Additionally, holders earn passive rewards daily, aligning their commitment to the lore with tangible value. Uga-buga forever!","ipfs://bafybeihwtamg7yad2npasqzagii6kf6w4rro3nt72xehr7utonh4ynzk5q/gnostic-elder-uga2204.png","bafybeihwtamg7yad2npasqzagii6kf6w4rro3nt72xehr7utonh4ynzk5q","NFTexport.io","","","","","","","","Ψιθυριστής του Κενού","The Seeker’s Scent","The Eternal Glare","",""
"00081388C545AA833857B145D4246271C0A22ECCF82FE1897021F798058417F6","rJzn2G1VoBFynqy9A8iRTJnbSt2bf6PPb9","9","92542966","Gnostic Elder Uga212","ipfs://bafybeihspr2763e4wpfewnqik4ok565enjfj5uvsl7sm2kjyk4clizyxye/Gnostic Elder Uga212.json","bafybeihspr2763e4wpfewnqik4ok565enjfj5uvsl7sm2kjyk4clizyxye","rhRdVnoR8HQwq4iDMFu9h6b2FnEVWt5huk","The Gnostic Elder Uga represents the enlightened Uga who, through awakening and wisdom, transformed into a mystical mage of the jungle. Drawing inspiration from the classic Uga figure rooted in Grug and primal memetics, Elder Uga also channels the archetype of Elder Wojak, symbolizing the evolution of meme culture into a figure of deeper knowledge and transcendence. This collection bridges the timeless essence of early meme culture with the refinement of modern memetism, merging lore and enlightenment into a single story. Holders of the Gnostic Elder Ugas NFTs enjoy full IP rights, empowering them to expand the narrative and build upon this legendary fusion of primal and evolved memetics. Additionally, holders earn passive rewards daily, aligning their commitment to the lore with tangible value. Uga-buga forever!","ipfs://bafybeihwtamg7yad2npasqzagii6kf6w4rro3nt72xehr7utonh4ynzk5q/gnostic-elder-uga212.png","bafybeihwtamg7yad2npasqzagii6kf6w4rro3nt72xehr7utonh4ynzk5q","NFTexport.io","","","","","","","","Ψιθυριστής του Κενού","The Seeker’s Scent","Eye of Ananke","",""
"00081388C545AA833857B145D4246271C0A22ECCF82FE189593C2699058417F5","rJzn2G1VoBFynqy9A8iRTJnbSt2bf6PPb9","9","92542965","Gnostic Elder Uga2188","ipfs://bafybeihspr2763e4wpfewnqik4ok565enjfj5uvsl7sm2kjyk4clizyxye/Gnostic Elder Uga2188.json","bafybeihspr2763e4wpfewnqik4ok565enjfj5uvsl7sm2kjyk4clizyxye","rGxMdFdGrDzdpt6vgBQzFgtrA8BrhtED86","The Gnostic Elder Uga represents the enlightened Uga who, through awakening and wisdom, transformed into a mystical mage of the jungle. Drawing inspiration from the classic Uga figure rooted in Grug and primal memetics, Elder Uga also channels the archetype of Elder Wojak, symbolizing the evolution of meme culture into a figure of deeper knowledge and transcendence. This collection bridges the timeless essence of early meme culture with the refinement of modern memetism, merging lore and enlightenment into a single story. Holders of the Gnostic Elder Ugas NFTs enjoy full IP rights, empowering them to expand the narrative and build upon this legendary fusion of primal and evolved memetics. Additionally, holders earn passive rewards daily, aligning their commitment to the lore with tangible value. Uga-buga forever!","ipfs://bafybeihwtamg7yad2npasqzagii6kf6w4rro3nt72xehr7utonh4ynzk5q/gnostic-elder-uga2188.png","bafybeihwtamg7yad2npasqzagii6kf6w4rro3nt72xehr7utonh4ynzk5q","NFTexport.io","","","","","","","","Ψιθυριστής του Κενού","The Oracle’s Breath","The Prism of Truth","",""
"00081388C545AA833857B145D4246271C0A22ECCF82FE18942565586058417F4","rJzn2G1VoBFynqy9A8iRTJnbSt2bf6PPb9","9","92542964","Gnostic Elder Uga1540","ipfs://bafybeihspr2763e4wpfewnqik4ok565enjfj5uvsl7sm2kjyk4clizyxye/Gnostic Elder Uga1540.json","bafybeihspr2763e4wpfewnqik4ok565enjfj5uvsl7sm2kjyk4clizyxye","rGxMdFdGrDzdpt6vgBQzFgtrA8BrhtED86","The Gnostic Elder Uga represents the enlightened Uga who, through awakening and wisdom, transformed into a mystical mage of the jungle. Drawing inspiration from the classic Uga figure rooted in Grug and primal memetics, Elder Uga also channels the archetype of Elder Wojak, symbolizing the evolution of meme culture into a figure of deeper knowledge and transcendence. This collection bridges the timeless essence of early meme culture with the refinement of modern memetism, merging lore and enlightenment into a single story. Holders of the Gnostic Elder Ugas NFTs enjoy full IP rights, empowering them to expand the narrative and build upon this legendary fusion of primal and evolved memetics. Additionally, holders earn passive rewards daily, aligning their commitment to the lore with tangible value. Uga-buga forever!","ipfs://bafybeihwtamg7yad2npasqzagii6kf6w4rro3nt72xehr7utonh4ynzk5q/gnostic-elder-uga1540.png","bafybeihwtamg7yad2npasqzagii6kf6w4rro3nt72xehr7utonh4ynzk5q","NFTexport.io","","","","","","","","Στόμα του Χάος","The Seeker’s Scent","Eye of Ananke","",""
"00081388C545AA833857B145D4246271C0A22ECCF82FE1892B708487058417F3","rJzn2G1VoBFynqy9A8iRTJnbSt2bf6PPb9","9","92542963","Gnostic Elder Uga981","ipfs://bafybeihspr2763e4wpfewnqik4ok565enjfj5uvsl7sm2kjyk4clizyxye/Gnostic Elder Uga981.json","bafybeihspr2763e4wpfewnqik4ok565enjfj5uvsl7sm2kjyk4clizyxye","rJNguaakRULzpSDAuunYvgtgxvNDKzimjE","The Gnostic Elder Uga represents the enlightened Uga who, through awakening and wisdom, transformed into a mystical mage of the jungle. Drawing inspiration from the classic Uga figure rooted in Grug and primal memetics, Elder Uga also channels the archetype of Elder Wojak, symbolizing the evolution of meme culture into a figure of deeper knowledge and transcendence. This collection bridges the timeless essence of early meme culture with the refinement of modern memetism, merging lore and enlightenment into a single story. Holders of the Gnostic Elder Ugas NFTs enjoy full IP rights, empowering them to expand the narrative and build upon this legendary fusion of primal and evolved memetics. Additionally, holders earn passive rewards daily, aligning their commitment to the lore with tangible value. Uga-buga forever!","ipfs://bafybeihwtamg7yad2npasqzagii6kf6w4rro3nt72xehr7utonh4ynzk5q/gnostic-elder-uga981.png","bafybeihwtamg7yad2npasqzagii6kf6w4rro3nt72xehr7utonh4ynzk5q","NFTexport.io","","","","","","","","Άβυσσος Στόμα ","Nose of Aeolus","IMG_6374.PNG","",""
"00081388C545AA833857B145D4246271C0A22ECCF82FE189148AB384058417F2","rJzn2G1VoBFynqy9A8iRTJnbSt2bf6PPb9","9","92542962","Gnostic Elder Uga240","ipfs://bafybeihspr2763e4wpfewnqik4ok565enjfj5uvsl7sm2kjyk4clizyxye/Gnostic Elder Uga240.json","bafybeihspr2763e4wpfewnqik4ok565enjfj5uvsl7sm2kjyk4clizyxye","rJNguaakRULzpSDAuunYvgtgxvNDKzimjE","The Gnostic Elder Uga represents the enlightened Uga who, through awakening and wisdom, transformed into a mystical mage of the jungle. Drawing inspiration from the classic Uga figure rooted in Grug and primal memetics, Elder Uga also channels the archetype of Elder Wojak, symbolizing the evolution of meme culture into a figure of deeper knowledge and transcendence. This collection bridges the timeless essence of early meme culture with the refinement of modern memetism, merging lore and enlightenment into a single story. Holders of the Gnostic Elder Ugas NFTs enjoy full IP rights, empowering them to expand the narrative and build upon this legendary fusion of primal and evolved memetics. Additionally, holders earn passive rewards daily, aligning their commitment to the lore with tangible value. Uga-buga forever!","ipfs://bafybeihwtamg7yad2npasqzagii6kf6w4rro3nt72xehr7utonh4ynzk5q/gnostic-elder-uga240.png","bafybeihwtamg7yad2npasqzagii6kf6w4rro3nt72xehr7utonh4ynzk5q","NFTexport.io","","","","","","","","Στόμα της Πυθίας","The Seeker’s Scent","Eye of Phanes","",""
"00081388C545AA833857B145D4246271C0A22ECCF82FE189FDA4E285058417F1","rJzn2G1VoBFynqy9A8iRTJnbSt2bf6PPb9","9","92542961","Gnostic Elder Uga995","ipfs://bafybeihspr2763e4wpfewnqik4ok565enjfj5uvsl7sm2kjyk4clizyxye/Gnostic Elder Uga995.json","bafybeihspr2763e4wpfewnqik4ok565enjfj5uvsl7sm2kjyk4clizyxye","rLmxSZq3ttFhWZKUkg5vQraYwqS7vE52wF","The Gnostic Elder Uga represents the enlightened Uga who, through awakening and wisdom, transformed into a mystical mage of the jungle. Drawing inspiration from the classic Uga figure rooted in Grug and primal memetics, Elder Uga also channels the archetype of Elder Wojak, symbolizing the evolution of meme culture into a figure of deeper knowledge and transcendence. This collection bridges the timeless essence of early meme culture with the refinement of modern memetism, merging lore and enlightenment into a single story. Holders of the Gnostic Elder Ugas NFTs enjoy full IP rights, empowering them to expand the narrative and build upon this legendary fusion of primal and evolved memetics. Additionally, holders earn passive rewards daily, aligning their commitment to the lore with tangible value. Uga-buga forever!","ipfs://bafybeihwtamg7yad2npasqzagii6kf6w4rro3nt72xehr7utonh4ynzk5q/gnostic-elder-uga995.png","bafybeihwtamg7yad2npasqzagii6kf6w4rro3nt72xehr7utonh4ynzk5q","NFTexport.io","","","","","","","","Χάσμα της Νύξ","The Shadow Snout","The Shrouded Orb","",""
